Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_yes,plan,primary_genre,segment,segment_label,frequency_band,recommendation_band,is_high_intent,record_count
35~60,Female,More than 2 years,Smartphone,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Music,Pop,Morning,Sadness or melancholy,Never,Playlists,1,Several times a week,Sports,,Well known individuals,Medium (15-30 minutes),Very Dissatisfied,1,student,Pop,,Unsampled,Low,Low rating,0,1
35~60,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Morning,Social gatherings or parties,Several times a week,Recommendations,3,Several times a week,,Story telling,Famous personalities,,Satisfied,1,free,Melody,,Unsampled,High,Neutral rating,0,1
20~35,Others,More than 2 years,Smartphone,Student Plan-Rs 59/month,Yes,,Podcast,Pop,Night,Social gatherings or parties,Once a week,Playlists,5,Rarely,Lifestyle and Health,Story telling,Both,Short (less than 15 minutes),Neutral,1,student,Pop,0.0,Segment 0,Medium,High rating,0,1
12~20,Others,More than 2 years,Computer or laptop,Free (ad-supported),Yes,,Music,Classical,Morning,Relaxation and stress relief,Daily,Playlists,4,Several times a week,Lifestyle and Health,Interview,Famous personalities,Medium (15-30 minutes),Dissatisfied,1,free,Classical,0.0,Segment 0,High,High rating,1,1
12~20,Others,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Rock,Afternoon,Sadness or melancholy,Never,Playlists,1,Rarely,,Interview,Both,,Neutral,1,family,Rock,0.0,Segment 0,Low,Low rating,0,1
20~35,Male,More than 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,,Podcast,Jazz,Afternoon,Relaxation and stress relief,Never,Recommendations,5,Once a week,Sports,Story telling,,Short (less than 15 minutes),Very Satisfied,1,individual,Jazz,0.0,Segment 0,Low,High rating,0,1
20~35,Female,Less than 6 months,Tablet,Student Plan-Rs 59/month,Yes,,Music,Classical,Evening,Relaxation and stress relief,Never,Recommendations,4,Rarely,Technology,Discussion,Famous personalities,Long (more than 30 minutes),Very Dissatisfied,1,student,Classical,,Unsampled,Low,High rating,0,1
20~35,Others,More than 2 years,Smartphone,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Podcast,Melody,Afternoon,Relaxation and stress relief,Once a week,Playlists,5,Once a week,Technology,Story telling,Well known individuals,Short (less than 15 minutes),Satisfied,1,student,Melody,,Unsampled,Medium,High rating,0,1
35~60,Female,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,,Podcast,Classical,Evening,Sadness or melancholy,Several times a week,Recommendations,3,Several times a week,Lifestyle and Health,,Both,Long (more than 30 minutes),Dissatisfied,1,student,Classical,,Unsampled,High,Neutral rating,0,1
20~35,Female,1 year to 2 years,Computer or laptop,Student Plan-Rs 59/month,No,,Music,Pop,Afternoon,Sadness or melancholy,Rarely,Recommendations,1,Rarely,Technology,,Both,Short (less than 15 minutes),Very Dissatisfied,0,student,Pop,,Unsampled,Low,Low rating,0,1
20~35,Female,1 year to 2 years,Smartphone,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Music,Rap,Morning,Sadness or melancholy,Once a week,Playlists,5,Daily,,Story telling,,Medium (15-30 minutes),Very Satisfied,0,individual,Rap,,Unsampled,Medium,High rating,0,1
20~35,Others,More than 2 years,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Rock,Evening,Sadness or melancholy,Once a week,Playlists,3,Never,,,,,Satisfied,0,free,Rock,0.0,Segment 0,Medium,Neutral rating,0,1
12~20,Others,1 year to 2 years,Tablet,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Podcast,Classical,Night,Relaxation and stress relief,Once a week,Recommendations,3,Rarely,,Discussion,Both,Short (less than 15 minutes),Dissatisfied,0,family,Classical,0.0,Segment 0,Medium,Neutral rating,0,1
35~60,Male,6 months to 1 year,Tablet,Family Plan-Rs 179/month,No,Family Plan-Rs 179/month,Podcast,Rock,Evening,Relaxation and stress relief,Several times a week,Recommendations,2,Daily,Sports,Discussion,Well known individuals,Short (less than 15 minutes),Very Satisfied,0,family,Rock,,Unsampled,High,Low rating,0,1
35~60,Female,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,No,Family Plan-Rs 179/month,Podcast,Classical,Morning,Social gatherings or parties,Several times a week,Recommendations,4,Daily,Sports,Discussion,Famous personalities,,Very Dissatisfied,0,student,Classical,,Unsampled,High,High rating,0,1
35~60,Female,6 months to 1 year,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Music,Classical,Night,Sadness or melancholy,Daily,Playlists,3,Once a week,Lifestyle and Health,,Both,Medium (15-30 minutes),Dissatisfied,1,family,Classical,0.0,Segment 0,High,Neutral rating,0,1
12~20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,,Podcast,Jazz,Night,Relaxation and stress relief,Several times a week,Playlists,2,Never,,Story telling,,Long (more than 30 minutes),Dissatisfied,1,free,Jazz,,Unsampled,High,Low rating,0,1
20~35,Female,1 year to 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Music,Rock,Afternoon,Relaxation and stress relief,Several times a week,Playlists,2,Never,Technology,Discussion,Well known individuals,Long (more than 30 minutes),Very Satisfied,0,family,Rock,,Unsampled,High,Low rating,0,1
35~60,Others,6 months to 1 year,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Relaxation and stress relief,Several times a week,Playlists,3,Rarely,Sports,Discussion,,Medium (15-30 minutes),Satisfied,1,individual,Melody,,Unsampled,High,Neutral rating,0,1
12~20,Others,1 year to 2 years,Computer or laptop,Student Plan-Rs 59/month,No,Family Plan-Rs 179/month,Music,Rap,Night,Relaxation and stress relief,Once a week,Playlists,2,Never,Lifestyle and Health,Interview,Well known individuals,Medium (15-30 minutes),Satisfied,0,student,Rap,,Unsampled,Medium,Low rating,0,1
35~60,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Morning,Sadness or melancholy,Several times a week,Playlists,2,Several times a week,Lifestyle and Health,Interview,Famous personalities,Long (more than 30 minutes),Very Satisfied,1,free,Melody,,Unsampled,High,Low rating,0,1
12~20,Male,More than 2 years,Smartphone,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Music,Classical,Evening,Relaxation and stress relief,Rarely,Recommendations,5,Once a week,Comedy,Interview,,Long (more than 30 minutes),Satisfied,0,family,Classical,,Unsampled,Low,High rating,0,1
12~20,Male,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,Yes,,Podcast,Pop,Morning,Relaxation and stress relief,Several times a week,Playlists,2,Rarely,Lifestyle and Health,Discussion,Both,Short (less than 15 minutes),Satisfied,1,individual,Pop,,Unsampled,High,Low rating,0,1
12~20,Others,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,,Podcast,Rap,Afternoon,Relaxation and stress relief,Once a week,Playlists,3,Rarely,Technology,Discussion,Well known individuals,Long (more than 30 minutes),Very Satisfied,0,free,Rap,0.0,Segment 0,Medium,Neutral rating,0,1
35~60,Female,Less than 6 months,Computer or laptop,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Podcast,Classical,Morning,Sadness or melancholy,Several times a week,Recommendations,5,Rarely,Sports,Story telling,Famous personalities,Medium (15-30 minutes),Dissatisfied,1,individual,Classical,0.0,Segment 0,High,High rating,1,1
35~60,Female,More than 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Podcast,Rap,Night,Relaxation and stress relief,Daily,Playlists,1,Rarely,Comedy,Story telling,Both,,Very Dissatisfied,1,individual,Rap,0.0,Segment 0,High,Low rating,0,1
20~35,Others,More than 2 years,Smartphone,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Music,Classical,Night,Social gatherings or parties,Rarely,Playlists,2,Never,Comedy,,Famous personalities,Short (less than 15 minutes),Dissatisfied,1,family,Classical,0.0,Segment 0,Low,Low rating,0,1
12~20,Male,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Classical,Night,Sadness or melancholy,Never,Recommendations,4,Rarely,,Story telling,Well known individuals,Long (more than 30 minutes),Very Satisfied,0,free,Classical,,Unsampled,Low,High rating,0,1
35~60,Others,6 months to 1 year,Tablet,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Pop,Evening,Social gatherings or parties,Never,Playlists,2,Daily,Lifestyle and Health,Discussion,Famous personalities,Long (more than 30 minutes),Dissatisfied,1,family,Pop,,Unsampled,Low,Low rating,0,1
12~20,Male,Less than 6 months,Tablet,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Music,Rap,Night,Sadness or melancholy,Several times a week,Playlists,1,Rarely,Sports,,Famous personalities,Medium (15-30 minutes),Very Satisfied,0,individual,Rap,,Unsampled,High,Low rating,0,1
12~20,Male,Less than 6 months,Smartphone,Student Plan-Rs 59/month,No,,Podcast,Rap,Afternoon,Social gatherings or parties,Never,Recommendations,5,Daily,,Interview,Well known individuals,Short (less than 15 minutes),Satisfied,0,student,Rap,,Unsampled,Low,High rating,0,1
35~60,Male,More than 2 years,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/month,Podcast,Classical,Evening,Relaxation and stress relief,Daily,Recommendations,5,Rarely,Lifestyle and Health,Interview,,Long (more than 30 minutes),Very Satisfied,0,free,Classical,,Unsampled,High,High rating,0,1
12~20,Female,Less than 6 months,Tablet,Free (ad-supported),No,Individual Plan- Rs 119/month,Podcast,Classical,Night,Sadness or melancholy,Rarely,Playlists,2,Once a week,Lifestyle and Health,Interview,,,Very Dissatisfied,0,free,Classical,,Unsampled,Low,Low rating,0,1
35~60,Male,More than 2 years,Computer or laptop,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Podcast,Rock,Night,Social gatherings or parties,Once a week,Recommendations,2,Daily,Technology,Story telling,,Long (more than 30 minutes),Dissatisfied,0,individual,Rock,0.0,Segment 0,Medium,Low rating,0,1
12~20,Male,6 months to 1 year,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Podcast,Melody,Evening,Social gatherings or parties,Once a week,Playlists,3,Several times a week,Sports,Story telling,Well known individuals,Long (more than 30 minutes),Very Satisfied,1,individual,Melody,,Unsampled,Medium,Neutral rating,0,1
20~35,Female,More than 2 years,Computer or laptop,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Music,Jazz,Night,Sadness or melancholy,Daily,Recommendations,2,Rarely,Technology,,Both,Medium (15-30 minutes),Very Satisfied,0,student,Jazz,,Unsampled,High,Low rating,0,1
35~60,Female,6 months to 1 year,Smartphone,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Podcast,Rap,Night,Social gatherings or parties,Rarely,Recommendations,3,Never,,Interview,,Short (less than 15 minutes),Dissatisfied,0,individual,Rap,0.0,Segment 0,Low,Neutral rating,0,1
20~35,Male,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Music,Classical,Morning,Sadness or melancholy,Once a week,Playlists,1,Never,Comedy,Story telling,Both,Medium (15-30 minutes),Very Satisfied,1,student,Classical,,Unsampled,Medium,Low rating,0,1
20~35,Male,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Music,Rock,Afternoon,Sadness or melancholy,Several times a week,Playlists,1,Rarely,Sports,Interview,,Long (more than 30 minutes),Very Satisfied,1,student,Rock,,Unsampled,High,Low rating,0,1
35~60,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Social gatherings or parties,Once a week,Playlists,2,Never,Comedy,Interview,Famous personalities,,Very Satisfied,0,free,Rap,,Unsampled,Medium,Low rating,0,1
12~20,Others,Less than 6 months,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Pop,Night,Relaxation and stress relief,Once a week,Playlists,4,Never,Comedy,Discussion,Both,Long (more than 30 minutes),Satisfied,1,free,Pop,,Unsampled,Medium,High rating,0,1
20~35,Male,More than 2 years,Computer or laptop,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Night,Social gatherings or parties,Daily,Recommendations,2,Never,Sports,Discussion,,Medium (15-30 minutes),Dissatisfied,1,student,Rap,0.0,Segment 0,High,Low rating,0,1
12~20,Female,More than 2 years,Tablet,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Podcast,Jazz,Morning,Sadness or melancholy,Several times a week,Playlists,4,Once a week,Technology,Story telling,,Short (less than 15 minutes),Very Satisfied,1,individual,Jazz,0.0,Segment 0,High,High rating,1,1
20~35,Others,6 months to 1 year,Tablet,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Jazz,Night,Relaxation and stress relief,Never,Playlists,3,Once a week,Lifestyle and Health,Interview,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,1,family,Jazz,,Unsampled,Low,Neutral rating,0,1
35~60,Male,1 year to 2 years,Smartphone,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Music,Pop,Afternoon,Social gatherings or parties,Never,Recommendations,2,Never,Lifestyle and Health,Discussion,Well known individuals,Short (less than 15 minutes),Neutral,0,individual,Pop,,Unsampled,Low,Low rating,0,1
12~20,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/month,Music,Rap,Afternoon,Sadness or melancholy,Once a week,Recommendations,4,Rarely,Sports,,Famous personalities,Medium (15-30 minutes),Satisfied,0,free,Rap,,Unsampled,Medium,High rating,0,1
12~20,Others,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Rap,Night,Sadness or melancholy,Rarely,Recommendations,2,Rarely,Technology,,,Short (less than 15 minutes),Neutral,0,free,Rap,,Unsampled,Low,Low rating,0,1
35~60,Female,6 months to 1 year,Tablet,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Music,Melody,Evening,Social gatherings or parties,Rarely,Recommendations,1,Never,Comedy,Story telling,Both,Long (more than 30 minutes),Dissatisfied,1,family,Melody,,Unsampled,Low,Low rating,0,1
20~35,Others,6 months to 1 year,Computer or laptop,Student Plan-Rs 59/month,No,,Podcast,Melody,Afternoon,Relaxation and stress relief,Once a week,Recommendations,4,Several times a week,Technology,Story telling,Both,,Satisfied,0,student,Melody,0.0,Segment 0,Medium,High rating,0,1
20~35,Female,6 months to 1 year,Tablet,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Podcast,Jazz,Morning,Sadness or melancholy,Several times a week,Playlists,2,Rarely,Sports,,Well known individuals,Medium (15-30 minutes),Very Dissatisfied,0,student,Jazz,,Unsampled,High,Low rating,0,1
12~20,Male,More than 2 years,Tablet,Family Plan-Rs 179/month,Yes,,Music,Melody,Night,Social gatherings or parties,Never,Playlists,4,Daily,Sports,,,Long (more than 30 minutes),Very Dissatisfied,1,family,Melody,0.0,Segment 0,Low,High rating,0,1
12~20,Female,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,No,,Music,Pop,Morning,Sadness or melancholy,Daily,Recommendations,3,Once a week,Lifestyle and Health,Discussion,Well known individuals,Short (less than 15 minutes),Very Satisfied,0,individual,Pop,,Unsampled,High,Neutral rating,0,1
35~60,Male,1 year to 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,No,Family Plan-Rs 179/month,Podcast,Pop,Evening,Relaxation and stress relief,Several times a week,Playlists,1,Never,Comedy,Interview,Well known individuals,,Dissatisfied,0,student,Pop,,Unsampled,High,Low rating,0,1
20~35,Male,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Jazz,Night,Sadness or melancholy,Never,Playlists,3,Never,Comedy,Interview,Well known individuals,,Very Dissatisfied,0,free,Jazz,,Unsampled,Low,Neutral rating,0,1
12~20,Female,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sadness or melancholy,Rarely,Recommendations,1,Rarely,Lifestyle and Health,Interview,Well known individuals,Long (more than 30 minutes),Satisfied,1,student,Rap,0.0,Segment 0,Low,Low rating,0,1
12~20,Others,More than 2 years,Tablet,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Classical,Evening,Relaxation and stress relief,Rarely,Recommendations,5,Daily,,,Famous personalities,Medium (15-30 minutes),Neutral,0,free,Classical,,Unsampled,Low,High rating,0,1
12~20,Male,6 months to 1 year,Tablet,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Music,Rock,Evening,Social gatherings or parties,Once a week,Recommendations,3,Never,Lifestyle and Health,Story telling,Famous personalities,Short (less than 15 minutes),Satisfied,0,family,Rock,0.0,Segment 0,Medium,Neutral rating,0,1
35~60,Male,Less than 6 months,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Jazz,Afternoon,Relaxation and stress relief,Once a week,Recommendations,3,Never,Lifestyle and Health,Discussion,,Medium (15-30 minutes),Satisfied,1,family,Jazz,0.0,Segment 0,Medium,Neutral rating,0,1
20~35,Others,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,No,,Music,Rap,Evening,Relaxation and stress relief,Rarely,Playlists,2,Once a week,Technology,,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,0,individual,Rap,,Unsampled,Low,Low rating,0,1
35~60,Male,More than 2 years,Smartphone,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Podcast,Pop,Night,Social gatherings or parties,Once a week,Playlists,1,Several times a week,Comedy,Discussion,,Short (less than 15 minutes),Satisfied,0,student,Pop,,Unsampled,Medium,Low rating,0,1
